Laptop_ID,Brand,Model,Processor,RAM_GB,Storage_Type,Storage_GB,GPU,Screen_Size,Operating_System,Weight_KG,Battery_Hours,Warranty_Months,Customer_Segment,Region,Price
LAP0387,Apple,MacBook Pro,Apple M-Series,16,HDD,1024,Integrated,17.3,macOS,2.41,9.2,24,Student,West,116165.83
LAP0388,Apple,MacBook Pro,Apple M-Series,16,SSD,256,Integrated,15.6,macOS,2.12,7.1,12,Business,West,117822.9
LAP0389,Apple,MacBook Air,Apple M-Series,16,SSD,512,Integrated,13.3,macOS,1.46,10.7,6,Professional,West,121158.25
LAP0390,Apple,MacBook Pro,Apple M-Series,16,HDD,512,Integrated,13.3,macOS,1.49,11.5,12,Student,East,110829.84
LAP0391,Apple,MacBook Air,Apple M-Series,8,SSD,1024,Integrated,17.3,macOS,2.74,9.6,24,Professional,South,109571.25
LAP0392,Apple,MacBook Air,Apple M-Series,16,HDD,512,Integrated,15.6,macOS,1.85,6.9,6,Business,East,112404.12
LAP0393,Apple,MacBook Air,Apple M-Series,64,SSD,1024,Integrated,14.0,macOS,1.32,10.6,6,Student,West,138366.83
LAP0394,Apple,MacBook Pro,Apple M-Series,16,HDD,1024,Integrated,15.6,macOS,1.56,8.8,24,Student,North,121997.41
LAP0395,Apple,MacBook Pro,Apple M-Series,16,HDD,256,Integrated,17.3,macOS,2.16,9.5,24,Professional,North,110745.93
LAP0396,Apple,MacBook Pro,Apple M-Series,8,HDD,1024,Integrated,17.3,macOS,2.07,9.9,12,Professional,North,106902.01
LAP0397,Apple,MacBook Air,Apple M-Series,8,SSD,512,Integrated,15.6,macOS,1.62,7.8,12,Professional,East,102032.41
LAP0398,Apple,MacBook Air,Apple M-Series,8,SSD,1024,Integrated,15.6,macOS,1.61,10.2,6,Student,West,118388.04
LAP0399,Apple,MacBook Air,Apple M-Series,8,HDD,512,Integrated,15.6,macOS,1.51,10.0,6,Student,East,103940.71
LAP0400,Apple,MacBook Air,Apple M-Series,8,SSD,512,Integrated,14.0,macOS,1.37,10.4,24,Professional,North,116193.91
LAP0401,MSI,Katana 15,AMD Ryzen 3,32,SSD,512,Integrated,14.0,Windows 11,1.13,6.8,24,Professional,West,58402.13
LAP0402,MSI,Thin GF63,Intel i7,16,SSD,512,Integrated,15.6,Linux,2.1,5.6,24,Professional,East,70879.86
LAP0403,MSI,Modern 14,Intel i7,16,SSD,512,AMD Radeon,14.0,Windows 11,1.2,11.8,24,Gaming,West,82600.65
LAP0404,MSI,Modern 14,Intel i3,16,HDD,1024,Integrated,15.6,Linux,1.98,7.8,12,Student,South,50788.46
LAP0405,MSI,Modern 14,AMD Ryzen 5,32,SSD,1024,AMD Radeon,17.3,Windows 11,2.76,7.0,12,Gaming,North,82551.76
LAP0406,MSI,Modern 14,Intel i3,16,SSD,512,AMD Radeon,16.0,Windows 11,1.67,6.5,12,Gaming,South,59379.87
LAP0407,MSI,Modern 14,Intel i7,16,SSD,512,NVIDIA GTX,14.0,Windows 11,1.25,10.1,24,Gaming,East,78772.76
LAP0408,MSI,Katana 15,AMD Ryzen 7,32,SSD,1024,Integrated,13.3,Linux,1.38,11.7,6,Student,North,89936.34
LAP0409,MSI,Katana 15,AMD Ryzen 5,8,SSD,512,AMD Radeon,15.6,Windows 11,1.61,6.7,6,Student,South,62118.38
LAP0410,MSI,Modern 14,AMD Ryzen 3,8,SSD,256,NVIDIA GTX,16.0,Windows 11,1.59,11.0,12,Business,South,48892.02
LAP0411,MSI,Katana 15,Intel i5,8,SSD,512,Integrated,13.3,Windows 11,1.56,11.7,6,Business,North,57779.32
LAP0412,MSI,Katana 15,AMD Ryzen 5,64,SSD,1024,AMD Radeon,15.6,Windows 11,2.11,11.3,12,Professional,West,93516.16
LAP0413,MSI,Thin GF63,AMD Ryzen 3,8,SSD,1024,NVIDIA RTX,17.3,Windows 11,2.43,9.7,24,Business,West,60673.54
LAP0414,MSI,Katana 15,Intel i7,64,HDD,512,Integrated,13.3,Windows 11,1.38,8.9,24,Gaming,North,102326.6
LAP0415,MSI,Katana 15,Intel i5,16,HDD,512,Integrated,15.6,Windows 11,1.93,5.9,24,Gaming,East,55072.46
LAP0416,MSI,Thin GF63,AMD Ryzen 5,8,SSD,1024,NVIDIA RTX,17.3,Windows 11,2.11,8.2,12,Student,East,75208.86
LAP0417,MSI,Thin GF63,AMD Ryzen 3,16,HDD,512,Integrated,14.0,Windows 11,1.46,6.3,6,Business,South,56557.23
LAP0418,MSI,Modern 14,Intel i3,64,HDD,512,NVIDIA RTX,16.0,Windows 11,1.89,5.8,6,Gaming,North,89097.59
LAP0419,MSI,Thin GF63,Intel i5,8,SSD,512,NVIDIA RTX,16.0,Windows 11,1.7,6.7,6,Gaming,West,74883.89
LAP0420,MSI,Modern 14,AMD Ryzen 3,32,HDD,512,Integrated,17.3,Windows 11,2.71,7.0,24,Business,East,57880.88
LAP0421,MSI,Thin GF63,Intel i7,8,SSD,512,NVIDIA GTX,17.3,Windows 11,2.66,6.8,6,Student,South,82850.42
LAP0422,MSI,Modern 14,Intel i3,16,SSD,512,NVIDIA GTX,13.3,Windows 11,1.15,12.0,6,Business,North,68476.08
LAP0423,MSI,Katana 15,AMD Ryzen 7,8,SSD,1024,Integrated,15.6,Windows 11,2.13,10.8,12,Business,West,68456.71
LAP0424,MSI,Thin GF63,Intel i5,8,SSD,512,NVIDIA GTX,14.0,Windows 11,1.45,9.5,6,Professional,West,65949.12
LAP0425,MSI,Thin GF63,Intel i7,64,SSD,512,AMD Radeon,15.6,Windows 11,1.68,9.2,24,Professional,North,107481.24
LAP0426,MSI,Thin GF63,AMD Ryzen 3,16,SSD,1024,NVIDIA RTX,14.0,Windows 11,1.45,11.9,6,Student,East,83735.89
LAP0427,MSI,Katana 15,AMD Ryzen 3,16,SSD,2048,NVIDIA RTX,13.3,Windows 11,1.27,9.1,24,Student,North,81234.89
LAP0428,MSI,Modern 14,AMD Ryzen 3,8,SSD,512,Integrated,13.3,Windows 11,1.44,7.7,24,Professional,West,50664.28
LAP0429,MSI,Katana 15,AMD Ryzen 5,32,SSD,512,NVIDIA RTX,13.3,Windows 11,1.42,8.6,24,Professional,South,99339.96
LAP0430,MSI,Thin GF63,Intel i7,8,SSD,512,AMD Radeon,15.6,Windows 11,1.89,5.6,24,Business,South,64662.72
LAP0431,MSI,Thin GF63,Intel i3,8,HDD,512,NVIDIA RTX,14.0,Windows 11,1.39,8.0,24,Student,South,54252.39
LAP0432,MSI,Modern 14,AMD Ryzen 5,8,SSD,512,Integrated,15.6,Windows 11,1.82,11.7,6,Professional,North,46400.51
LAP0433,MSI,Modern 14,Intel i3,32,SSD,512,NVIDIA RTX,16.0,Windows 11,2.13,6.5,12,Gaming,South,78364.72
LAP0434,MSI,Thin GF63,AMD Ryzen 5,16,SSD,1024,AMD Radeon,14.0,Windows 11,1.2,5.7,12,Business,West,79805.99
LAP0435,MSI,Katana 15,Intel i3,16,SSD,256,NVIDIA GTX,13.3,Linux,1.15,10.5,24,Student,South,62337.66
LAP0436,MSI,Katana 15,AMD Ryzen 3,8,SSD,512,Integrated,13.3,Windows 11,1.24,6.5,6,Student,West,47910.48
LAP0437,MSI,Katana 15,Intel i5,8,SSD,1024,Integrated,17.3,Windows 11,2.2,6.0,24,Gaming,East,63905.82
LAP0438,MSI,Modern 14,Intel i3,8,SSD,512,AMD Radeon,16.0,Windows 11,1.77,10.1,24,Professional,East,43366.59
LAP0439,MSI,Thin GF63,AMD Ryzen 3,16,SSD,512,NVIDIA RTX,13.3,Windows 11,1.59,10.4,12,Professional,West,64911.83
LAP0440,MSI,Thin GF63,AMD Ryzen 5,16,SSD,512,Integrated,16.0,Linux,1.83,11.7,6,Gaming,South,62327.09
LAP0441,MSI,Katana 15,AMD Ryzen 7,16,HDD,1024,NVIDIA GTX,16.0,Windows 11,1.84,5.9,6,Professional,East,80305.34
LAP0442,MSI,Katana 15,AMD Ryzen 5,16,SSD,512,Integrated,13.3,Windows 11,1.26,9.7,12,Professional,East,65429.92
LAP0443,MSI,Modern 14,AMD Ryzen 3,8,SSD,512,Integrated,15.6,Windows 11,1.65,10.0,12,Business,East,35273.56
LAP0444,MSI,Thin GF63,Intel i7,8,SSD,512,NVIDIA GTX,17.3,Windows 11,2.67,6.2,24,Professional,West,73176.01
LAP0445,MSI,Thin GF63,AMD Ryzen 5,8,HDD,256,AMD Radeon,16.0,Windows 11,1.73,9.7,6,Student,North,45706.94
LAP0446,MSI,Modern 14,AMD Ryzen 5,8,SSD,256,NVIDIA GTX,16.0,Linux,1.87,8.0,24,Professional,North,60590.58
LAP0447,MSI,Katana 15,AMD Ryzen 3,32,SSD,512,NVIDIA GTX,15.6,Windows 11,2.19,9.3,24,Gaming,East,71226.74
LAP0448,MSI,Modern 14,AMD Ryzen 5,32,SSD,2048,Integrated,17.3,Windows 11,2.66,7.8,12,Gaming,North,82347.59
LAP0449,MSI,Katana 15,Intel i7,16,HDD,512,NVIDIA GTX,17.3,Windows 11,2.17,6.6,6,Student,East,73264.65
LAP0450,MSI,Modern 14,AMD Ryzen 5,8,HDD,1024,Integrated,14.0,Windows 11,1.11,9.7,6,Business,East,53810.59
LAP0451,Samsung,Galaxy Book3,AMD Ryzen 3,8,SSD,1024,Integrated,17.3,Linux,2.74,9.6,12,Professional,East,36294.99
LAP0452,Samsung,Galaxy Book Pro,Intel i5,8,HDD,512,Integrated,14.0,Windows 11,1.46,7.3,24,Professional,West,40875.19
LAP0453,Samsung,Galaxy Book Pro,AMD Ryzen 7,8,SSD,512,NVIDIA RTX,13.3,Windows 11,1.17,10.3,12,Professional,West,68141.28
LAP0454,Samsung,Galaxy Book Pro,Intel i7,16,SSD,512,Integrated,13.3,Windows 11,1.44,9.0,24,Student,West,65845.26
LAP0455,Samsung,Galaxy Book Pro,AMD Ryzen 7,16,HDD,1024,Integrated,15.6,Windows 11,1.79,11.7,12,Student,West,56190.89
LAP0456,Samsung,Galaxy Book Pro,AMD Ryzen 3,16,SSD,512,Integrated,16.0,Windows 11,1.9,9.2,24,Gaming,West,35009.12
LAP0457,Samsung,Galaxy Book,Intel i5,32,HDD,512,Integrated,17.3,Windows 11,2.22,11.1,6,Business,North,51095.41
LAP0458,Samsung,Galaxy Book Pro,AMD Ryzen 7,8,SSD,256,NVIDIA GTX,14.0,Windows 11,1.34,10.7,6,Student,West,51918.46
LAP0459,Samsung,Galaxy Book3,AMD Ryzen 7,16,SSD,1024,NVIDIA RTX,16.0,Windows 11,1.67,8.4,24,Student,South,79085.63
LAP0460,Samsung,Galaxy Book3,Intel i3,8,HDD,512,NVIDIA RTX,15.6,Windows 11,1.83,11.7,24,Student,East,38186.6
LAP0461,Samsung,Galaxy Book3,Intel i7,8,HDD,1024,AMD Radeon,16.0,Windows 11,1.97,11.8,24,Gaming,West,68418.31
LAP0462,Samsung,Galaxy Book3,AMD Ryzen 7,8,SSD,1024,AMD Radeon,15.6,Windows 11,1.69,10.7,12,Business,East,62735.74
LAP0463,Samsung,Galaxy Book Pro,Intel i7,16,HDD,1024,Integrated,15.6,Windows 11,1.97,12.0,12,Professional,West,57428.29
LAP0464,Samsung,Galaxy Book,AMD Ryzen 5,8,HDD,512,Integrated,15.6,Windows 11,1.68,5.7,24,Student,North,38539.96
LAP0465,Samsung,Galaxy Book,AMD Ryzen 7,8,SSD,1024,NVIDIA RTX,16.0,Windows 11,1.96,11.3,24,Business,North,74071.57
LAP0466,Samsung,Galaxy Book Pro,AMD Ryzen 5,16,SSD,1024,Integrated,16.0,Windows 11,2.15,7.3,12,Business,South,53582.69
LAP0467,Samsung,Galaxy Book,Intel i5,8,SSD,512,Integrated,15.6,Windows 11,2.17,7.2,12,Student,North,41340.8
LAP0468,Samsung,Galaxy Book,AMD Ryzen 3,8,SSD,1024,Integrated,17.3,Windows 11,2.51,11.4,24,Student,West,39985.83
LAP0469,Samsung,Galaxy Book,Intel i3,8,SSD,1024,Integrated,13.3,Windows 11,1.57,9.8,12,Student,South,36189.79
LAP0470,Samsung,Galaxy Book3,AMD Ryzen 7,32,HDD,512,Integrated,16.0,Windows 11,2.09,10.6,6,Professional,West,61985.87
LAP0471,Samsung,Galaxy Book3,Intel i5,8,SSD,512,NVIDIA RTX,15.6,Windows 11,1.98,8.1,24,Gaming,West,55339.32
LAP0472,Samsung,Galaxy Book3,Intel i5,16,SSD,1024,Integrated,14.0,Windows 11,1.19,5.8,12,Business,South,43218.4
LAP0473,Samsung,Galaxy Book Pro,AMD Ryzen 3,8,SSD,256,NVIDIA GTX,16.0,Windows 11,2.01,6.4,6,Student,North,26758.69
LAP0474,Samsung,Galaxy Book3,Intel i7,8,SSD,512,Integrated,13.3,Windows 11,1.12,5.9,24,Student,West,62727.98
LAP0475,Samsung,Galaxy Book Pro,Intel i5,32,SSD,1024,Integrated,14.0,Windows 11,1.47,7.0,6,Student,North,71979.4
LAP0476,Samsung,Galaxy Book Pro,Intel i7,16,SSD,512,AMD Radeon,14.0,Windows 11,1.11,9.6,12,Business,West,68456.39
LAP0477,Samsung,Galaxy Book3,Intel i7,16,SSD,256,NVIDIA GTX,17.3,Windows 11,2.64,6.9,6,Professional,East,65171.56
LAP0478,Samsung,Galaxy Book,Intel i5,8,SSD,1024,NVIDIA GTX,13.3,Linux,1.4,7.7,6,Student,East,54977.68
LAP0479,Samsung,Galaxy Book,Intel i5,8,SSD,512,Integrated,13.3,Windows 11,1.5,9.6,12,Business,West,55432.01
LAP0480,Samsung,Galaxy Book Pro,AMD Ryzen 5,32,SSD,1024,Integrated,15.6,Windows 11,1.79,10.7,12,Business,North,70615.14
LAP0481,Samsung,Galaxy Book Pro,Intel i5,8,SSD,256,Integrated,13.3,Windows 11,1.4,10.2,24,Gaming,South,36001.42
LAP0482,Samsung,Galaxy Book,Intel i5,8,SSD,512,Integrated,17.3,Windows 11,2.29,10.4,24,Professional,East,34277.12
LAP0483,Samsung,Galaxy Book Pro,AMD Ryzen 5,8,SSD,1024,Integrated,16.0,Windows 11,1.85,6.5,6,Student,South,40348.04
LAP0484,Samsung,Galaxy Book,Intel i5,16,SSD,1024,Integrated,13.3,Windows 11,1.47,11.5,6,Student,West,54492.64
LAP0485,Samsung,Galaxy Book3,Intel i7,16,SSD,512,AMD Radeon,16.0,Windows 11,1.64,9.9,12,Student,West,63173.47
LAP0486,Samsung,Galaxy Book,Intel i5,32,SSD,512,NVIDIA RTX,13.3,Windows 11,1.34,8.6,12,Student,East,71176.91
LAP0487,Samsung,Galaxy Book3,Intel i5,8,SSD,512,Integrated,14.0,Windows 11,1.27,5.7,24,Student,North,38667.47
LAP0488,Samsung,Galaxy Book3,Intel i3,16,HDD,512,Integrated,17.3,Windows 11,2.13,10.7,24,Gaming,North,27710.08
LAP0489,Samsung,Galaxy Book3,Intel i3,64,HDD,512,Integrated,15.6,Windows 11,1.51,8.3,6,Student,East,65169.19
LAP0490,Samsung,Galaxy Book,Intel i7,8,SSD,512,NVIDIA GTX,16.0,Windows 11,2.19,5.8,12,Business,West,64544.43
LAP0491,Samsung,Galaxy Book3,Intel i7,16,SSD,256,NVIDIA RTX,14.0,Windows 11,1.14,10.4,24,Business,North,76541.17
LAP0492,Samsung,Galaxy Book3,Intel i5,8,HDD,512,NVIDIA GTX,14.0,Windows 11,1.45,11.1,24,Professional,East,50236.8
LAP0493,Samsung,Galaxy Book Pro,Intel i7,8,SSD,1024,NVIDIA RTX,16.0,Windows 11,1.99,5.5,24,Student,South,76925.21
LAP0494,Samsung,Galaxy Book Pro,Intel i7,16,SSD,512,NVIDIA RTX,14.0,Windows 11,1.49,6.0,12,Business,West,77701.27
LAP0495,Samsung,Galaxy Book3,Intel i7,8,SSD,512,Integrated,17.3,Linux,2.03,7.9,24,Professional,West,60431.11
LAP0496,Samsung,Galaxy Book Pro,Intel i7,8,SSD,512,Integrated,16.0,Windows 11,2.02,10.4,24,Student,North,56002.15
LAP0497,Samsung,Galaxy Book3,Intel i5,8,HDD,256,Integrated,15.6,Windows 11,1.82,8.8,6,Professional,South,25000.0
LAP0498,Samsung,Galaxy Book,Intel i7,16,SSD,2048,NVIDIA GTX,14.0,Windows 11,1.55,8.5,6,Professional,North,82720.53
LAP0499,Samsung,Galaxy Book3,Intel i5,8,SSD,512,Integrated,14.0,Linux,1.54,8.9,24,Student,East,37636.77
LAP0500,Samsung,Galaxy Book Pro,AMD Ryzen 7,8,SSD,512,Integrated,13.3,Windows 11,1.25,5.9,6,Business,South,48354.45
